Variant Grouping,_Identifier,Lineage Grouped,%CT Count of Sample #,Collection (week)
Other,Other,B.1.139,0,2021-04-04
Other,Other,B.1.143,0.001,2021-01-10
Other,Other,B.1.147,0.023,2020-03-08
Other,Other,B.1.147,0.008,2020-03-15
Other,Other,B.1.147,0.046,2020-03-22
Other,Other,B.1.147,0.106,2020-03-29
Other,Other,B.1.147,0.165,2020-04-05
Other,Other,B.1.147,0.108,2020-04-12
Other,Other,B.1.147,0.073,2020-04-19
Other,Other,B.1.147,0.126,2020-04-26
Other,Other,B.1.147,0.141,2020-05-03
Other,Other,B.1.147,0.163,2020-05-10
Other,Other,B.1.147,0.219,2020-05-17
Other,Other,B.1.147,0.147,2020-05-24
Other,Other,B.1.147,0.039,2020-05-31
Other,Other,B.1.147,0.05,2020-06-07
Other,Other,B.1.147,0.047,2020-06-14
Other,Other,B.1.147,0.039,2020-06-21
Other,Other,B.1.147,0.008,2020-06-28
Other,Other,B.1.147,0.008,2020-08-02
Other,Other,B.1.147,0.003,2020-08-09
Other,Other,B.1.147,0.003,2020-08-16
Other,Other,B.1.147,0.001,2021-04-04
Other,Other,B.1.151,0.001,2020-03-22
Other,Other,B.1.157,0.001,2020-03-22
Other,Other,B.1.157,0.001,2021-01-03
Other,Other,B.1.157,0,2021-01-17
Other,Other,B.1.159,0.001,2020-03-22
Other,Other,B.1.160,0.008,2020-03-08
Other,Other,B.1.160,0.003,2020-08-30
Other,Other,B.1.160,0.002,2020-09-13
Other,Other,B.1.160,0.005,2020-09-20
Other,Other,B.1.160,0.002,2020-09-27
Other,Other,B.1.160,0.014,2020-10-04
Other,Other,B.1.160,0.027,2020-10-11
Other,Other,B.1.160,0.024,2020-10-18
Other,Other,B.1.160,0.013,2020-10-25
Other,Other,B.1.160,0.033,2020-11-01
Other,Other,B.1.160,0.047,2020-11-08
Other,Other,B.1.160,0.016,2020-11-15
Other,Other,B.1.160,0.035,2020-11-22
Other,Other,B.1.160,0.054,2020-11-29
Other,Other,B.1.160,0.065,2020-12-06
Other,Other,B.1.160,0.074,2020-12-13
Other,Other,B.1.160,0.125,2020-12-20
Other,Other,B.1.160,0.134,2020-12-27
Other,Other,B.1.160,0.128,2021-01-03
Other,Other,B.1.160,0.095,2021-01-10
Other,Other,B.1.160,0.087,2021-01-17
Other,Other,B.1.160,0.064,2021-01-24
Other,Other,B.1.160,0.061,2021-01-31
Other,Other,B.1.160,0.038,2021-02-07
Other,Other,B.1.160,0.016,2021-02-14
Other,Other,B.1.160,0.02,2021-02-21
Other,Other,B.1.160,0.016,2021-02-28
Other,Other,B.1.160,0.012,2021-03-07
Other,Other,B.1.160,0.005,2021-03-14
Other,Other,B.1.160,0.004,2021-03-21
Other,Other,B.1.160,0.002,2021-03-28
Other,Other,B.1.160,0.001,2021-04-04
Other,Other,B.1.160,0.001,2021-04-11
Other,Other,B.1.160,0.001,2021-04-18
Other,Other,B.1.160,0.001,2021-04-25
Other,Other,B.1.160,0,2021-05-02
Other,Other,B.1.160,0,2021-05-09
Other,Other,B.1.160,0,2021-06-06
Other,Other,B.1.160,0.001,2021-06-20
Other,Other,B.1.160,0.001,2021-06-27
Other,Other,B.1.160.15,0.001,2020-12-13
Other,Other,B.1.160.15,0,2021-01-17
Other,Other,B.1.160.21,0,2021-01-10
Other,Other,B.1.160.30,0.002,2020-12-13
Other,Other,B.1.160.30,0.001,2020-12-20
Other,Other,B.1.160.30,0.001,2021-01-17
Other,Other,B.1.160.32,0,2021-03-07
Other,Other,B.1.160.33,0,2021-03-21
Other,Other,B.1.160.33,0,2021-04-04
Other,Other,B.1.162,0.003,2020-03-29
Other,Other,B.1.162,0.001,2020-04-05
Other,Other,B.1.163,0.002,2020-09-27
Other,Other,B.1.166,0.001,2020-03-22
Other,Other,B.1.166,0.001,2020-03-29
Other,Other,B.1.167,0.153,2019-12-29
Other,Other,B.1.167,0.005,2020-03-29
Other,Other,B.1.167,0.002,2020-04-05
Other,Other,B.1.167,0.004,2020-04-12
Other,Other,B.1.167,0.006,2020-04-19
Other,Other,B.1.167,0.019,2020-04-26
Other,Other,B.1.167,0.002,2020-05-03
Other,Other,B.1.167,0.008,2020-05-10
Other,Other,B.1.167,0.018,2020-05-17
Other,Other,B.1.167,0.074,2020-05-24
Other,Other,B.1.167,0.035,2020-05-31
Other,Other,B.1.167,0.01,2020-06-07
Other,Other,B.1.167,0,2021-04-04
Other,Other,B.1.170,0.002,2020-10-04
Other,Other,B.1.170,0.001,2020-11-15
Other,Other,B.1.170,0,2021-02-07
Other,Other,B.1.170,0.001,2021-02-14
Other,Other,B.1.170,0,2021-03-14
Other,Other,B.1.170,0.001,2021-03-21
Other,Other,B.1.170,0,2021-03-28
Other,Other,B.1.170,0.001,2021-04-04
Other,Other,B.1.170,0,2021-04-11
Other,Other,B.1.170,0,2021-04-18
Other,Other,B.1.170,0,2021-04-25
Other,Other,B.1.170,0.001,2021-05-23
Other,Other,B.1.177,0.002,2020-09-13
Other,Other,B.1.177,0.002,2020-09-20
Other,Other,B.1.177,0.002,2020-10-04
Other,Other,B.1.177,0.003,2020-10-11
Other,Other,B.1.177,0.007,2020-10-18
Other,Other,B.1.177,0.003,2020-10-25
Other,Other,B.1.177,0.001,2020-11-01
Other,Other,B.1.177,0.001,2020-11-29
Other,Other,B.1.177,0.002,2020-12-13
Other,Other,B.1.177,0.002,2020-12-20
Other,Other,B.1.177,0.001,2020-12-27
Other,Other,B.1.177,0.001,2021-01-03
Other,Other,B.1.177,0.001,2021-01-24
Other,Other,B.1.177,0.001,2021-03-21
Other,Other,B.1.177,0,2021-03-28
Other,Other,B.1.177.21,0.001,2020-12-13
Other,Other,B.1.177.21,0,2021-01-17
Other,Other,B.1.177.23,0.002,2020-08-30
Other,Other,B.1.177.52,0.002,2020-08-30
Other,Other,B.1.177.54,0.001,2021-01-03
Other,Other,B.1.177.62,0.001,2020-11-01
Other,Other,B.1.177.72,0.001,2020-12-20
Other,Other,B.1.177.72,0.001,2020-12-27
Other,Other,B.1.177.77,0.001,2020-11-29
Other,Other,B.1.177.77,0.001,2020-12-20
Other,Other,B.1.177.81,0.001,2021-01-03
Other,Other,B.1.177.86,0.001,2020-12-27
Other,Other,B.1.177.86,0.003,2021-01-03
Other,Other,B.1.177.86,0.001,2021-01-10
Other,Other,B.1.177.87,0.007,2020-09-27
Other,Other,B.1.177.87,0.006,2020-10-04
Other,Other,B.1.177.87,0.003,2020-10-11
Other,Other,B.1.177.87,0.002,2020-12-06
Other,Other,B.1.181,0.001,2020-12-27
Other,Other,B.1.187,0.002,2021-01-03
Other,Other,B.1.187,0.008,2021-01-10
Other,Other,B.1.187,0.006,2021-01-17
Other,Other,B.1.187,0.005,2021-01-24
Other,Other,B.1.187,0.01,2021-01-31
Other,Other,B.1.187,0.013,2021-02-07
Other,Other,B.1.187,0.004,2021-02-14
Other,Other,B.1.187,0.014,2021-02-21
Other,Other,B.1.187,0.005,2021-02-28
Other,Other,B.1.187,0.005,2021-03-07
Other,Other,B.1.187,0.001,2021-03-14
Other,Other,B.1.187,0.001,2021-03-21
Other,Other,B.1.187,0.001,2021-03-28
Other,Other,B.1.187,0,2021-04-04
Other,Other,B.1.195,0.001,2020-03-22
Other,Other,B.1.199,0.002,2020-04-26
Other,Other,B.1.199,0.002,2020-05-03
Other,Other,B.1.2,0.012,2019-12-29
Other,Other,B.1.2,0.002,2020-03-15
Other,Other,B.1.2,0.019,2020-08-02
Other,Other,B.1.2,0.003,2020-08-09
Other,Other,B.1.2,0.003,2020-08-16
Other,Other,B.1.2,0.003,2020-08-30
Other,Other,B.1.2,0.003,2020-09-06
Other,Other,B.1.2,0.004,2020-09-20
Other,Other,B.1.2,0.015,2020-09-27
Other,Other,B.1.2,0.013,2020-10-04
Other,Other,B.1.2,0.031,2020-10-11
Other,Other,B.1.2,0.045,2020-10-18
Other,Other,B.1.2,0.069,2020-10-25
Other,Other,B.1.2,0.118,2020-11-01
Other,Other,B.1.2,0.122,2020-11-08
Other,Other,B.1.2,0.128,2020-11-15
Other,Other,B.1.2,0.086,2020-11-22
Other,Other,B.1.2,0.193,2020-11-29
Other,Other,B.1.2,0.299,2020-12-06
Other,Other,B.1.2,0.184,2020-12-13
Other,Other,B.1.2,0.153,2020-12-20
Other,Other,B.1.2,0.14,2020-12-27
Other,Other,B.1.2,0.108,2021-01-03
Other,Other,B.1.2,0.118,2021-01-10
Other,Other,B.1.2,0.108,2021-01-17
Other,Other,B.1.2,0.175,2021-01-24
Other,Other,B.1.2,0.172,2021-01-31
Other,Other,B.1.2,0.089,2021-02-07
Other,Other,B.1.2,0.106,2021-02-14
Other,Other,B.1.2,0.092,2021-02-21
Other,Other,B.1.2,0.086,2021-02-28
Other,Other,B.1.2,0.082,2021-03-07
Other,Other,B.1.2,0.063,2021-03-14
Other,Other,B.1.2,0.042,2021-03-21
Other,Other,B.1.2,0.045,2021-03-28
Other,Other,B.1.2,0.037,2021-04-04
Other,Other,B.1.2,0.022,2021-04-11
Other,Other,B.1.2,0.012,2021-04-18
Other,Other,B.1.2,0.009,2021-04-25
Other,Other,B.1.2,0.006,2021-05-02
Other,Other,B.1.2,0.005,2021-05-09
Other,Other,B.1.2,0.003,2021-05-16
Other,Other,B.1.2,0.005,2021-05-23
Other,Other,B.1.2,0.002,2021-05-30
Other,Other,B.1.2,0.001,2021-06-06
Other,Other,B.1.2,0.002,2021-06-13
Other,Other,B.1.2,0.003,2021-06-20
Other,Other,B.1.2,0.001,2021-07-18
Other,Other,B.1.2,0,2021-07-25
Other,Other,B.1.2,0,2021-08-01
Other,Other,B.1.2,0,2021-08-15
Other,Other,B.1.2,0,2021-09-05
Other,Other,B.1.2,0,2021-09-12
Other,Other,B.1.203,0.001,2020-11-15
Other,Other,B.1.210,0.005,2020-07-26
Other,Other,B.1.210,0,2021-01-17
Other,Other,B.1.210,0.002,2021-01-24
Other,Other,B.1.210,0.001,2021-01-31
Other,Other,B.1.214.2,0.001,2021-01-03
Other,Other,B.1.214.2,0,2021-05-16
Other,Other,B.1.214.3,0.001,2021-01-03
Other,Other,B.1.215,0.003,2020-08-16
Other,Other,B.1.215,0.001,2020-10-18
Other,Other,B.1.215,0.001,2020-11-15
Other,Other,B.1.215,0.001,2020-11-22
Other,Other,B.1.215,0.001,2021-01-03
Other,Other,B.1.215,0,2021-02-21
Other,Other,B.1.219,0.001,2020-03-22
Other,Other,B.1.22,0.002,2020-03-22
Other,Other,B.1.22,0.003,2020-03-29
Other,Other,B.1.22,0,2021-04-04
Other,Other,B.1.220,0.001,2020-03-22
Other,Other,B.1.220,0.003,2020-05-17
Other,Other,B.1.221,0.002,2020-09-13
Other,Other,B.1.221,0.001,2020-10-11
Other,Other,B.1.221,0.001,2020-11-01
Other,Other,B.1.221,0.001,2020-11-15
Other,Other,B.1.221,0.001,2020-11-29
Other,Other,B.1.221,0.001,2021-01-31
Other,Other,B.1.221,0,2021-02-07
Other,Other,B.1.221,0.001,2021-02-14
Other,Other,B.1.221,0,2021-03-07
Other,Other,B.1.223,0.009,2020-03-01
Other,Other,B.1.23,0.001,2020-03-29
Other,Other,B.1.232,0.001,2020-12-06
Other,Other,B.1.232,0,2021-01-17
Other,Other,B.1.234,0.006,2020-10-18
Other,Other,B.1.234,0.001,2020-10-25
Other,Other,B.1.234,0.004,2020-11-22
Other,Other,B.1.234,0.001,2020-11-29
Other,Other,B.1.234,0.001,2020-12-06
Other,Other,B.1.234,0.001,2020-12-13
Other,Other,B.1.234,0.001,2020-12-20
Other,Other,B.1.234,0.001,2021-01-03
Other,Other,B.1.234,0.001,2021-01-17
Other,Other,B.1.234,0.001,2021-01-24
Other,Other,B.1.234,0.001,2021-01-31
Other,Other,B.1.235,0.001,2020-03-22
Other,Other,B.1.239,0.003,2020-08-09
Other,Other,B.1.239,0.001,2020-11-01
Other,Other,B.1.239,0.001,2020-12-06
Other,Other,B.1.239,0.001,2020-12-27
Other,Other,B.1.239,0.001,2021-01-03
Other,Other,B.1.239,0,2021-02-21
Other,Other,B.1.240,0.011,2020-08-09
Other,Other,B.1.240,0.001,2020-10-18
Other,Other,B.1.240,0.001,2020-10-25
Other,Other,B.1.240,0.001,2020-11-01
Other,Other,B.1.240,0.004,2020-11-15
Other,Other,B.1.240,0.002,2020-11-22
Other,Other,B.1.240,0.002,2020-11-29
Other,Other,B.1.240,0.002,2020-12-06
Other,Other,B.1.240,0.001,2020-12-13
Other,Other,B.1.240,0,2021-01-10
Other,Other,B.1.240,0.002,2021-01-17
Other,Other,B.1.240,0.003,2021-01-24
Other,Other,B.1.240,0.006,2021-01-31
Other,Other,B.1.240,0.006,2021-02-07
Other,Other,B.1.240,0.003,2021-02-14
Other,Other,B.1.240,0.002,2021-02-21
Other,Other,B.1.240,0.001,2021-02-28
Other,Other,B.1.240,0,2021-03-28
Other,Other,B.1.240.1,0.003,2020-09-06
Other,Other,B.1.240.1,0.001,2020-10-11
Other,Other,B.1.240.1,0.001,2020-10-18
Other,Other,B.1.240.2,0.002,2020-08-23
Other,Other,B.1.241,0.001,2020-03-22
Other,Other,B.1.243,0.016,2020-07-19
Other,Other,B.1.243,0.005,2020-07-26
Other,Other,B.1.243,0.004,2020-08-23
Other,Other,B.1.243,0.003,2020-08-30
Other,Other,B.1.243,0.003,2020-09-06
Other,Other,B.1.243,0.007,2020-09-13
Other,Other,B.1.243,0.007,2020-09-20
Other,Other,B.1.243,0.009,2020-09-27
Other,Other,B.1.243,0.003,2020-10-04
Other,Other,B.1.243,0.008,2020-10-11
Other,Other,B.1.243,0.003,2020-10-25
Other,Other,B.1.243,0.001,2020-11-01
Other,Other,B.1.243,0.004,2020-11-15
Other,Other,B.1.243,0.002,2020-11-22
Other,Other,B.1.243,0.004,2020-11-29
Other,Other,B.1.243,0.009,2020-12-06
Other,Other,B.1.243,0.009,2020-12-13
Other,Other,B.1.243,0.003,2020-12-20
Other,Other,B.1.243,0.006,2020-12-27
Other,Other,B.1.243,0.011,2021-01-03
Other,Other,B.1.243,0.016,2021-01-10
Other,Other,B.1.243,0.007,2021-01-17
Other,Other,B.1.243,0.007,2021-01-24
Other,Other,B.1.243,0.003,2021-01-31
Other,Other,B.1.243,0.002,2021-02-07
Other,Other,B.1.243,0.001,2021-02-14
Other,Other,B.1.243,0,2021-02-21
Other,Other,B.1.243,0.001,2021-02-28
Other,Other,B.1.243,0.001,2021-03-07
Other,Other,B.1.243,0,2021-03-14
Other,Other,B.1.243,0,2021-03-28
Other,Other,B.1.243.2,0.001,2021-07-11
Other,Other,B.1.243.2,0.001,2021-07-18
Other,Other,B.1.247,0,2021-02-21
Other,Other,B.1.258,0.002,2020-08-30
Other,Other,B.1.258,0.003,2020-09-06
Other,Other,B.1.258,0.002,2020-09-13
Other,Other,B.1.258,0.001,2020-10-11
Other,Other,B.1.258,0.001,2020-11-01
Other,Other,B.1.258,0.002,2020-11-22
Other,Other,B.1.258,0.001,2020-12-13
Other,Other,B.1.258,0.001,2020-12-27
Other,Other,B.1.258,0,2021-01-17
Other,Other,B.1.258,0.001,2021-01-24
Other,Other,B.1.258,0.001,2021-01-31
Other,Other,B.1.258,0,2021-02-07
Other,Other,B.1.258,0,2021-02-21
Other,Other,B.1.258,0.001,2021-02-28
Other,Other,B.1.258.17,0.002,2021-02-07
Other,Other,B.1.258.17,0,2021-02-14
Other,Other,B.1.258.17,0,2021-03-14
Other,Other,B.1.260,0.001,2020-12-06
Other,Other,B.1.260,0.001,2020-12-13
Other,Other,B.1.260,0.001,2020-12-20
Other,Other,B.1.260,0.002,2021-01-03
Other,Other,B.1.260,0.001,2021-01-24
Other,Other,B.1.260,0.001,2021-01-31
Other,Other,B.1.260,0.001,2021-02-07
Other,Other,B.1.260,0,2021-02-14
Other,Other,B.1.260,0,2021-03-14
Other,Other,B.1.260,0,2021-03-28
Other,Other,B.1.263,0.001,2020-03-22
Other,Other,B.1.264,0.001,2020-04-12
Other,Other,B.1.265,0.002,2020-08-23
Other,Other,B.1.265,0.007,2020-08-30
Other,Other,B.1.265,0.009,2020-09-06
Other,Other,B.1.265,0.004,2020-09-13
Other,Other,B.1.265,0.007,2020-09-20
Other,Other,B.1.265,0.002,2020-09-27
Other,Other,B.1.265,0.002,2020-10-04
Other,Other,B.1.265,0.003,2020-10-11
Other,Other,B.1.265,0.009,2020-10-18
Other,Other,B.1.265,0.005,2020-10-25
Other,Other,B.1.265,0.006,2020-11-01
Other,Other,B.1.265,0.005,2020-11-08
Other,Other,B.1.265,0.004,2020-11-15
Other,Other,B.1.265,0.002,2020-11-22
Other,Other,B.1.265,0.003,2020-11-29
Other,Other,B.1.265,0.002,2020-12-13
Other,Other,B.1.265,0,2021-04-04
Other,Other,B.1.270,0.037,2019-12-29
Other,Other,B.1.270,0.005,2020-03-15
Other,Other,B.1.270,0.003,2020-03-22
Other,Other,B.1.270,0.012,2020-03-29
Other,Other,B.1.270,0.03,2020-04-05
Other,Other,B.1.270,0.038,2020-04-12
Other,Other,B.1.270,0.004,2020-04-19
Other,Other,B.1.270,0.006,2020-04-26
Other,Other,B.1.270,0.022,2020-05-03
Other,Other,B.1.270,0.002,2020-05-10
Other,Other,B.1.270,0.009,2020-05-17
Other,Other,B.1.270,0.003,2020-05-24
Other,Other,B.1.270,0.012,2020-05-31
Other,Other,B.1.270,0.051,2020-06-21
Other,Other,B.1.270,0.052,2020-07-05
Other,Other,B.1.270,0.033,2020-07-12
Other,Other,B.1.270,0.003,2021-04-04
Other,Other,B.1.279,0.006,2020-03-15
Other,Other,B.1.279,0.023,2020-03-22
Other,Other,B.1.279,0.015,2020-03-29
Other,Other,B.1.279,0.053,2020-04-05
Other,Other,B.1.279,0.414,2020-04-12
Other,Other,B.1.279,0.537,2020-04-19
Other,Other,B.1.279,0.401,2020-04-26
Other,Other,B.1.279,0.256,2020-05-03
Other,Other,B.1.279,0.22,2020-05-10
Other,Other,B.1.279,0.156,2020-05-17
Other,Other,B.1.279,0.127,2020-05-24
Other,Other,B.1.279,0.028,2020-05-31
Other,Other,B.1.279,0.11,2020-06-07
Other,Other,B.1.279,0.104,2020-06-14
Other,Other,B.1.279,0.372,2020-06-21
Other,Other,B.1.279,0.178,2020-06-28
Other,Other,B.1.279,0.199,2020-07-05
Other,Other,B.1.279,0.092,2020-07-12
Other,Other,B.1.279,0.011,2020-07-19
Other,Other,B.1.279,0.087,2020-07-26
Other,Other,B.1.279,0.081,2020-08-02
Other,Other,B.1.279,0.187,2020-08-09
Other,Other,B.1.279,0.123,2020-08-16
Other,Other,B.1.279,0.082,2020-08-23
Other,Other,B.1.279,0.046,2020-08-30
Other,Other,B.1.279,0.006,2020-09-06
Other,Other,B.1.279,0.038,2020-09-13
Other,Other,B.1.279,0.072,2020-09-20
Other,Other,B.1.279,0.029,2020-09-27
Other,Other,B.1.279,0.02,2020-10-04
Other,Other,B.1.279,0.044,2020-10-11
Other,Other,B.1.279,0.044,2020-10-18
Other,Other,B.1.279,0.031,2020-10-25
Other,Other,B.1.279,0.023,2020-11-01
Other,Other,B.1.279,0.018,2020-11-08
Other,Other,B.1.279,0.033,2020-11-15
Other,Other,B.1.279,0.009,2020-11-22
Other,Other,B.1.279,0.006,2020-11-29
Other,Other,B.1.279,0.007,2020-12-06
Other,Other,B.1.279,0.004,2020-12-13
Other,Other,B.1.279,0.009,2020-12-20
Other,Other,B.1.279,0.001,2020-12-27
Other,Other,B.1.279,0.002,2021-01-03
Other,Other,B.1.279,0.002,2021-01-17
Other,Other,B.1.279,0.002,2021-01-24
Other,Other,B.1.279,0.002,2021-01-31
Other,Other,B.1.279,0.002,2021-02-07
Other,Other,B.1.279,0,2021-04-18
Other,Other,B.1.279,0.001,2021-07-04
Other,Other,B.1.280,0.002,2020-09-13
Other,Other,B.1.289,0.002,2020-03-15
Other,Other,B.1.289,0.001,2020-03-29
Other,Other,B.1.289,0.001,2020-12-27
Other,Other,B.1.293,0.002,2020-09-20
Other,Other,B.1.298,0.002,2020-12-13
Other,Other,B.1.3,0.005,2020-06-14
Other,Other,B.1.3,0,2021-04-04
Other,Other,B.1.305,0.008,2020-06-28
Other,Other,B.1.305,0.003,2020-08-16
Other,Other,B.1.308,0.001,2020-03-22
Other,Other,B.1.311,0.018,2020-10-18
Other,Other,B.1.311,0.003,2020-10-25
Other,Other,B.1.311,0.001,2020-11-22
Other,Other,B.1.311,0.002,2020-12-13
Other,Other,B.1.311,0.001,2020-12-20
Other,Other,B.1.311,0.001,2020-12-27
Other,Other,B.1.311,0.002,2021-01-03
Other,Other,B.1.311,0.001,2021-01-10
Other,Other,B.1.311,0.001,2021-01-17
Other,Other,B.1.311,0,2021-02-28
Other,Other,B.1.311,0,2021-04-11
Other,Other,B.1.311,0,2021-05-02
Other,Other,B.1.314,0.005,2020-03-15
Other,Other,B.1.314,0.005,2020-03-22
Other,Other,B.1.316,0.002,2020-04-26
Other,Other,B.1.316,0.007,2020-05-03
Other,Other,B.1.316,0.002,2020-05-10
Other,Other,B.1.316,0.009,2020-05-17
Other,Other,B.1.316,0.007,2020-05-24
Other,Other,B.1.319,0.003,2020-03-15
Other,Other,B.1.319,0.001,2020-03-22
Other,Other,B.1.319,0.001,2020-03-29
Other,Other,B.1.319,0,2021-04-04
Other,Other,B.1.320,0.018,2020-03-01
Other,Other,B.1.320,0.006,2020-03-15
Other,Other,B.1.320,0.003,2020-03-22
Other,Other,B.1.320,0.007,2020-03-29
Other,Other,B.1.320,0.009,2020-04-05
Other,Other,B.1.320,0.006,2020-04-12
Other,Other,B.1.320,0.002,2020-04-26
Other,Other,B.1.320,0.003,2020-05-17
Other,Other,B.1.323,0.003,2020-05-17
Other,Other,B.1.332,0.002,2020-03-15
Other,Other,B.1.332,0.001,2020-03-22
Other,Other,B.1.332,0.005,2020-03-29
Other,Other,B.1.335,0,2021-08-22
Other,Other,B.1.336,0.001,2020-04-05
Other,Other,B.1.336,0.001,2020-12-06
Other,Other,B.1.343,0.002,2020-03-29
Other,Other,B.1.343,0.002,2020-04-05
Other,Other,B.1.343,0.001,2020-04-19
Other,Other,B.1.346,0.004,2020-11-22
Other,Other,B.1.346,0.008,2020-11-29
Other,Other,B.1.346,0.002,2020-12-13
Other,Other,B.1.346,0.001,2020-12-20
Other,Other,B.1.346,0.007,2020-12-27
Other,Other,B.1.346,0.003,2021-01-03
Other,Other,B.1.346,0.002,2021-01-10
Other,Other,B.1.346,0.013,2021-01-17
Other,Other,B.1.346,0.004,2021-01-24
Other,Other,B.1.346,0,2021-02-28
Other,Other,B.1.346,0,2021-03-07
Other,Other,B.1.346,0,2021-03-14
Other,Other,B.1.346,0,2021-03-28
Other,Other,B.1.346,0,2021-06-20
Other,Other,B.1.348,0,2021-04-04
Other,Other,B.1.349,0.004,2020-10-18
Other,Other,B.1.349,0.004,2020-10-25
Other,Other,B.1.349,0.005,2020-11-01
Other,Other,B.1.349,0.001,2020-11-08
Other,Other,B.1.349,0.001,2020-11-22
Other,Other,B.1.349,0.008,2020-11-29
Other,Other,B.1.349,0.001,2020-12-06
Other,Other,B.1.349,0.002,2020-12-13
Other,Other,B.1.349,0.003,2020-12-20
Other,Other,B.1.349,0.004,2020-12-27
Other,Other,B.1.349,0.003,2021-01-03
Other,Other,B.1.349,0.003,2021-01-10
Other,Other,B.1.349,0.002,2021-01-17
Other,Other,B.1.349,0.003,2021-01-24
Other,Other,B.1.349,0,2021-02-14
Other,Other,B.1.349,0,2021-03-28
Other,Other,B.1.35,0.001,2021-01-03
Other,Other,B.1.35,0.001,2021-01-10
Other,Other,B.1.35,0,2021-01-17
Other,Other,B.1.35,0.001,2021-01-24
Other,Other,B.1.350,0.006,2019-12-29
Other,Other,B.1.350,0.028,2020-03-01
Other,Other,B.1.350,0.008,2020-03-08
Other,Other,B.1.350,0.027,2020-03-15
Other,Other,B.1.350,0.033,2020-03-22
Other,Other,B.1.350,0.032,2020-03-29
Other,Other,B.1.350,0.035,2020-04-05
Other,Other,B.1.350,0.012,2020-04-12
Other,Other,B.1.350,0.027,2020-04-19
Other,Other,B.1.350,0.016,2020-04-26
Other,Other,B.1.350,0.032,2020-05-03
Other,Other,B.1.350,0.086,2020-05-10
Other,Other,B.1.350,0.054,2020-05-17
Other,Other,B.1.350,0.023,2020-05-24
Other,Other,B.1.350,0.009,2020-05-31
Other,Other,B.1.350,0.016,2020-06-14
Other,Other,B.1.350,0.013,2020-06-21
Other,Other,B.1.350,0.001,2021-04-04
Other,Other,B.1.354,0.01,2020-06-07
Other,Other,B.1.354,0.016,2020-06-28
Other,Other,B.1.356,0.009,2020-03-15
Other,Other,B.1.356,0.005,2020-03-22
Other,Other,B.1.356,0.004,2020-03-29
Other,Other,B.1.356,0.001,2020-04-05
Other,Other,B.1.356,0.004,2020-04-12
Other,Other,B.1.356,0.001,2020-04-19
Other,Other,B.1.359,0.002,2020-03-15
Other,Other,B.1.359,0.001,2020-03-22
Other,Other,B.1.36,0.049,2019-12-29
Other,Other,B.1.36,0.008,2020-06-28
Other,Other,B.1.36,0.014,2020-08-09
Other,Other,B.1.36,0.02,2020-08-16
Other,Other,B.1.36,0.03,2020-08-23
Other,Other,B.1.36,0.018,2020-08-30
Other,Other,B.1.36,0.043,2020-09-06
Other,Other,B.1.36,0.044,2020-09-13
Other,Other,B.1.36,0.085,2020-09-20
Other,Other,B.1.36,0.075,2020-09-27
Other,Other,B.1.36,0.061,2020-10-04
Other,Other,B.1.36,0.054,2020-10-11
Other,Other,B.1.36,0.062,2020-10-18
Other,Other,B.1.36,0.046,2020-10-25
Other,Other,B.1.36,0.041,2020-11-01
Other,Other,B.1.36,0.032,2020-11-08
Other,Other,B.1.36,0.029,2020-11-15
Other,Other,B.1.36,0.033,2020-11-22
Other,Other,B.1.36,0.048,2020-11-29
Other,Other,B.1.36,0.021,2020-12-06
Other,Other,B.1.36,0.052,2020-12-13
Other,Other,B.1.36,0.043,2020-12-20
Other,Other,B.1.36,0.026,2020-12-27
Other,Other,B.1.36,0.049,2021-01-03
Other,Other,B.1.36,0.054,2021-01-10
Other,Other,B.1.36,0.056,2021-01-17
Other,Other,B.1.36,0.043,2021-01-24
Other,Other,B.1.36,0.045,2021-01-31
Other,Other,B.1.36,0.066,2021-02-07
Other,Other,B.1.36,0.057,2021-02-14
Other,Other,B.1.36,0.028,2021-02-21
Other,Other,B.1.36,0.023,2021-02-28
Other,Other,B.1.36,0.025,2021-03-07
Other,Other,B.1.36,0.02,2021-03-14
Other,Other,B.1.36,0.015,2021-03-21
Other,Other,B.1.36,0.008,2021-03-28
Other,Other,B.1.36,0.005,2021-04-04
Other,Other,B.1.36,0.005,2021-04-11
Other,Other,B.1.36,0.009,2021-04-18
Other,Other,B.1.36,0.007,2021-04-25
Other,Other,B.1.36,0.002,2021-05-02
Other,Other,B.1.36,0.001,2021-05-09
Other,Other,B.1.36,0.002,2021-05-16
Other,Other,B.1.36,0.002,2021-06-13
Other,Other,B.1.36,0.001,2021-06-20
Other,Other,B.1.36,0.001,2021-07-04
Other,Other,B.1.36.1,0.001,2020-12-27
Other,Other,B.1.36.1,0.001,2021-02-07
Other,Other,B.1.36.1,0,2021-02-14
Other,Other,B.1.36.1,0.001,2021-02-21
Other,Other,B.1.36.1,0,2021-03-28
Other,Other,B.1.36.10,0.005,2020-07-19
Other,Other,B.1.36.10,0.002,2020-08-30
Other,Other,B.1.36.10,0.001,2020-10-11
Other,Other,B.1.36.10,0.001,2020-10-25
Other,Other,B.1.36.10,0.001,2020-11-08
Other,Other,B.1.36.10,0.002,2020-11-29
Other,Other,B.1.36.10,0,2021-01-10
Other,Other,B.1.36.10,0,2021-01-17
Other,Other,B.1.36.10,0.001,2021-01-31
Other,Other,B.1.36.10,0,2021-02-07
Other,Other,B.1.36.10,0,2021-03-07
