grouping,identifier,percentage,week,YMD
Other,Other,1.0050000000000001,2020-12-13,2020-12-13
Other,Other,0.9950000000000001,2020-12-20,2020-12-20
Other,Other,0.99,2020-12-27,2020-12-27
Other,Other,0.9900000000000001,2021-01-03,2021-01-03
Other,Other,0.9460000000000002,2021-01-10,2021-01-10
Other,Other,0.926,2021-01-17,2021-01-17
Other,Other,0.914,2021-01-24,2021-01-24
Other,Other,0.8320000000000001,2021-01-31,2021-01-31
Other,Other,0.6960000000000001,2021-02-07,2021-02-07
Other,Other,0.658,2021-02-14,2021-02-14
Other,Other,0.599,2021-02-21,2021-02-21
Other,Other,0.532,2021-02-28,2021-02-28
Other,Other,0.5730000000000001,2021-03-07,2021-03-07
Other,Other,0.499,2021-03-14,2021-03-14
Other,Other,0.465,2021-03-21,2021-03-21
Other,Other,0.489,2021-03-28,2021-03-28
Other,Other,0.529,2021-04-04,2021-04-04
Other,Other,0.42100000000000004,2021-04-11,2021-04-11
Other,Other,0.35500000000000004,2021-04-18,2021-04-18
Other,Other,0.367,2021-04-25,2021-04-25
Other,Other,0.29800000000000004,2021-05-02,2021-05-02
Other,Other,0.29300000000000004,2021-05-09,2021-05-09
Other,Other,0.29500000000000004,2021-05-16,2021-05-16
Other,Other,0.249,2021-05-23,2021-05-23
Other,Other,0.21200000000000002,2021-05-30,2021-05-30
Other,Other,0.18300000000000002,2021-06-06,2021-06-06
Other,Other,0.158,2021-06-13,2021-06-13
Other,Other,0.136,2021-06-20,2021-06-20
Other,Other,0.107,2021-06-27,2021-06-27
Other,Other,0.128,2021-07-04,2021-07-04
Other,Other,0.092,2021-07-11,2021-07-11
Other,Other,0.047,2021-07-18,2021-07-18
Other,Other,0.022,2021-07-25,2021-07-25
Other,Other,0.018,2021-08-01,2021-08-01
Other,Other,0.01,2021-08-08,2021-08-08
Other,Other,0.004,2021-08-15,2021-08-15
Other,Other,0.003,2021-08-22,2021-08-22
Other,Other,0.002,2021-08-29,2021-08-29
Other,Other,0.001,2021-09-05,2021-09-05
Other,Other,0.003,2021-09-12,2021-09-12
Other,Other,0.0,2021-09-19,2021-09-19
Other,Other,0.0,2021-09-26,2021-09-26
Other,Other,0.0,2021-10-03,2021-10-03
Other,Other,0.0,2021-10-10,2021-10-10
Other,Other,0.0,2021-10-24,2021-10-24
Other,Other,1.0110000000000001,2020-11-22,2020-11-22
Other,Other,0.0,2021-10-17,2021-10-17
Other,Other,0.0,2021-10-31,2021-10-31
Other,Other,0.0,2021-11-07,2021-11-07
Other,Other,0.001,2021-11-14,2021-11-14
Other,Other,1.003,2020-03-08,2020-03-08
Other,Other,1.0050000000000001,2020-03-15,2020-03-15
Other,Other,1.0139999999999998,2020-03-22,2020-03-22
Other,Other,1.006,2020-03-29,2020-03-29
Other,Other,1.0030000000000001,2020-04-12,2020-04-12
Other,Other,1.0050000000000001,2020-04-26,2020-04-26
Other,Other,1.0,2020-05-03,2020-05-03
Other,Other,1.0030000000000001,2020-08-02,2020-08-02
Other,Other,1.004,2020-08-09,2020-08-09
Other,Other,0.9980000000000001,2020-08-23,2020-08-23
Other,Other,0.9970000000000002,2019-12-29,2019-12-29
Other,Other,0.9990000000000001,2020-03-01,2020-03-01
Other,Other,1.0050000000000001,2020-11-15,2020-11-15
Other,Other,1.004,2020-12-06,2020-12-06
Other,Other,1.0,2020-06-07,2020-06-07
Other,Other,0.998,2020-07-26,2020-07-26
Other,Other,1.0050000000000001,2020-10-25,2020-10-25
Other,Other,1.002,2020-07-19,2020-07-19
Other,Other,1.003,2020-08-16,2020-08-16
Other,Other,1.003,2020-08-30,2020-08-30
Other,Other,0.999,2020-09-06,2020-09-06
Other,Other,0.9970000000000001,2020-09-13,2020-09-13
Other,Other,1.006,2020-09-20,2020-09-20
Other,Other,1.006,2020-09-27,2020-09-27
Other,Other,1.0050000000000001,2020-10-04,2020-10-04
Other,Other,1.002,2020-10-11,2020-10-11
Other,Other,0.9970000000000001,2020-10-18,2020-10-18
Other,Other,0.999,2020-05-24,2020-05-24
Other,Other,1.0000000000000002,2020-06-14,2020-06-14
Other,Other,1.004,2020-06-21,2020-06-21
Other,Other,1.003,2020-06-28,2020-06-28
Other,Other,0.9990000000000001,2020-07-05,2020-07-05
Other,Other,0.9970000000000001,2020-07-12,2020-07-12
Other,Other,1.0,2020-02-09,2020-02-09
Other,Other,1.0,2020-02-23,2020-02-23
